nameAlbum,idAlbum,typeAlbum,totalTracks,releaseDate,artist,idArtist
POST HUMAN: SURVIVAL HORROR,0e1WaSNDZnoPixaxDNdWo4,album,9,2020-10-30,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF
Rise of the Tyrant,4ghmUVjSEgjv96xEARObbl,album,11,2007-07-13,Arch Enemy,0DCw6lHkzh9t7f8Hb4Z0Sx
Kostolom,37XaKB6rpfLrR4572PBCSs,album,12,2019,Slaughter to Prevail,24Oiw7BlvO1BETecDLJt6m
The Quantum Enigma,153vVwGZCW362zDSFcr2r5,album,14,2014-05-02,Epica,5HA5aLY3jJV7eimXWkRBBp
POST HUMAN: SURVIVAL HORROR,0e1WaSNDZnoPixaxDNdWo4,album,9,2020-10-30,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF
Our Endless War,4ldi4wEpZSlSw9DGE2Sx85,album,12,2014-05-27,Whitechapel,5274obTQJjzjyycRyJlfml
Nattfödd,4H0ylra35h9HzV8tSmpYUB,album,15,2004,Finntroll,4ZgkHVHmGPXuRy8zd26ZJX
War Eternal,3qzrNVuUyOJxfzMYRCh5qN,album,14,2014-06-10,Arch Enemy,0DCw6lHkzh9t7f8Hb4Z0Sx
Suicide Season,6bdSj3D5soQXZqlxSn5ZQr,album,10,2008-09-29,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF
The Art of War,3RH7V160LwMnct6QqjbIhL,single,6,2005-06-07,Vader,2s5DSt9VBNzAn2TbtDHzFZ
Nifelvind,4F1ppKTMZ8KMyvhqJ9IqBe,album,14,2010-07-13,Finntroll,4ZgkHVHmGPXuRy8zd26ZJX
Wintersun,5vlG5D2TCZzvWYAevPVYCI,album,8,2004-09-13,Wintersun,6ui6SwChan7c1KYBQCqGKV
That's The Spirit,7FqHuAvmREiIwVXVpZ9ooP,album,11,2015-09-11,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF
Abrahadabra,1lAP0ZWj2nDXDHcChtDzSO,album,12,2010-09-24,Dimmu Borgir,6e8ISIsI7UQZPyEorefAhK
Hate Crew Deathroll,2MmLoaGIxMwzTtrowFn9bP,album,12,2003,Children Of Bodom,1xUhNgw4eJDZfvumIpcz1B
Everything Remains (As It Never Was),37aMqLq4A4x6OxF1Mgrfwk,album,15,2010-02-19,Eluveitie,5X0N2k3qMnI8kSrGJT3kfT
Gloire Éternelle,54o3LIwRQwPESEkG2cfTnr,album,10,2021-10-29,First Fragment,51NIL49MVTWeXEC8LoVrQ0
Legends from Beyond the Galactic Terrorvortex,5EqtPIx96U0AUSzHUu4QGp,album,10,2019-05-31,Gloryhammer,7dkEByOe0oHqc54qU4hwzV
Back Through Time,2Q4W4EUKHBC1VQvWWi9YJq,album,11,2011,Alestorm,3OpqU68JpZlzvjAJj3B2Da
Episode (Original Version),1BUQMTwWjadjppsJsSjXh5,album,12,1996-08-29,Stratovarius,1O8CSXsPwEqxcoBE360PPO
Furor Gallico,02zl8HRugVgyJRF0ZyIHEp,album,13,2011-07-29,Furor Gallico,3EdTAF8rCNoJhEYmNKBehq
Sun//Eater,2lJtDqPcOAXkNLgh18YTFB,single,1,2022-05-13,Lorna Shore,6vXYoy8ouRVib302zxaxFF
Periphery II,5ebIq78IE2Pi9vyJOaYL4A,album,14,2012-06-29,Periphery,6d24kC5fxHFOSEAmjQPPhc
The Madness Of Many,4Xm2aSISFdqLoJJACkZFUl,album,10,2016-11-11,Animals As Leaders,65C6Unk7nhg2aCnVuAPMo8
Polaris,7aFuNkjumeRht9zAwLW7Mw,album,9,2015-09-18,TesseracT,23ytwhG1pzX6DIVWRWvW1r
Episode (Original Version),1BUQMTwWjadjppsJsSjXh5,album,12,1996-08-29,Stratovarius,1O8CSXsPwEqxcoBE360PPO
King of Everything,34d5piioQWqO1vuqAHuFT1,album,10,2016-07-29,Jinjer,7o6cOczXTB8ioTAAJTbESf
Absolvere,2nDh1tZjYv2W63a27pSqRx,album,10,2021-09-24,Signs of the Swarm,0yxJx8OEyDfd7dzLsFuNrS
Making a Door Less Open,0p6P42zHY2W8Zd7BKBcKQg,album,11,2020-05-01,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
Historian,0LqhbUfmHsxovfSirhEIGu,album,10,2018-03-02,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP
Young The Giant (Special Edition),2ww7MYrkExsljnKhcINDse,album,15,2011,Young the Giant,4j56EQDQu5XnL7R3E9iFJT
Twin Fantasy,6gDtROOIYa6OQxwhDNkDRM,album,10,2018-02-16,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
Twin Fantasy,6gDtROOIYa6OQxwhDNkDRM,album,10,2018-02-16,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
Home Video,2nwfSapJ3YIq7Ofad4Vuh1,album,11,2021-06-25,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP
In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,album,11,1998-02-20,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie
Junk Of The Heart,2HfdqVaLccOvzfsHej9A8g,album,12,2011-01-01,The Kooks,1GLtl8uqKmnyCWxHmw9tL4
Teens Of Denial,3KpYyDP8q8sUBxatHaYEsP,album,12,2016-05-20,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
The New Abnormal,2xkZV2Hl1Omi8rk2D7t5lN,album,9,2020-04-10,The Strokes,0epOFNiUfyON9EYx7Tpr6V
Funeral,6ZB8qaR9JNuS0Q0bG1nbcH,album,10,2004-06-16,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,album,11,1998-02-20,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie
Teens Of Denial,3KpYyDP8q8sUBxatHaYEsP,album,12,2016-05-20,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
"The Glow, Pt. 2",6QYoRO2sXThCORAifrP4Bl,album,20,2001-09-11,The Microphones,7Ht57YadlBXcFJDK3plmhO
Inside In / Inside Out,03JPFQvZRnHHysSZrSFmKY,album,14,2006-01-01,The Kooks,1GLtl8uqKmnyCWxHmw9tL4
In the Aeroplane Over the Sea,0vVekV45lOaVKs6RZQQNob,album,11,1998-02-20,Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie
Is This It,2yNaksHgeMQM9Quse463b5,album,11,2001-07-30,The Strokes,0epOFNiUfyON9EYx7Tpr6V
Strawberry Jam,4TyyZazCkju7vwioaV1KyE,album,9,2007-09-09,Animal Collective,4kwxTgCKMipBKhSnEstNKj
Scouting For Girls (Expanded Edition),6kX0sZ1DFl2TE3e7SNJbkV,album,25,2007-09-17,Scouting For Girls,2wpJOPmf1TIOzrB9mzHifd
The Slow Rush,31qVWUdRrlb8thMvts0yYL,album,12,2020-02-14,Tame Impala,5INjqkS1o8h1imAzPqGZBb
Helplessness Blues,6SUzec8cWCUMhvdW3KbMYZ,album,12,2011-05-03,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb
Comedown Machine,4WnkQO4xD9ljQooB3VIxCV,album,11,2013-03-25,The Strokes,0epOFNiUfyON9EYx7Tpr6V
Making a Door Less Open,0p6P42zHY2W8Zd7BKBcKQg,album,11,2020-05-01,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
No Burden,7lQ9R31OcTvMn2MojAuKVE,album,9,2016-02-16,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP
"Oh, Inverted World (20th Anniversary Remaster)",5XmhHMj5LZLWo32aA6ntKE,album,11,2001-06-19,The Shins,4LG4Bs1Gadht7TCrMytQUO
Americana,2RNTBrSO8U8XjjEj9RVvZ5,album,14,1998-11-16,The Offspring,5LfGQac0EIXyAN8aUwmNAQ
WE,2sAePf08xIp4tnDlMUCV8B,album,10,2022-05-06,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
The New Abnormal,2xkZV2Hl1Omi8rk2D7t5lN,album,9,2020-04-10,The Strokes,0epOFNiUfyON9EYx7Tpr6V
Home Video,2nwfSapJ3YIq7Ofad4Vuh1,album,11,2021-06-25,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP
Teens Of Denial,3KpYyDP8q8sUBxatHaYEsP,album,12,2016-05-20,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
Virtue,2dMmcXlG8xtRJNlsjIrPWe,album,15,2018-03-30,The Voidz,4nUBBtLtzqZGpdiynTJbYJ
Origin of Symmetry,1Dh27pjT3IEdiRG9Se5uQn,album,12,2001,Muse,12Chz98pHFMPJEknJQMWvI
Codes and Keys (Deluxe Edition),3IEZRCQABrX0v5RitIE0iy,album,13,2011-05-27,Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx
Neon Bible,4GT6uZod4p5RiDMOVHOMme,album,11,2007,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
Famous Last Words,2jFq1xVAnsoEV1zqgCbqU1,single,3,2007-01-22,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb
Hot Fuss,4piJq7R3gjUOxnYs6lDCTg,album,12,2004,The Killers,0C0XlULifJtAgn6ZNCW2eu
Tourist History,6n8oS6u5qw6xWGT754V1M6,album,10,2010-03-01,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl
Ugly is Beautiful,1HmWQo43Gt8BR2dylfv3o4,album,14,2020-07-17,Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe
WE,2sAePf08xIp4tnDlMUCV8B,album,10,2022-05-06,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
Twin Fantasy,6gDtROOIYa6OQxwhDNkDRM,album,10,2018-02-16,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
Historian,0LqhbUfmHsxovfSirhEIGu,album,10,2018-03-02,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP
Tyranny,5LlMvH379KZHgRIL5BrTOg,album,12,2014-09-23,The Voidz,4nUBBtLtzqZGpdiynTJbYJ
The Suburbs,3DrgM5X3yX1JP1liNLAOHI,album,16,2010-08-02,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
Made of Bricks,1DtldYpy2dnrxA1PtUxKDE,album,13,2007-01-01,Kate Nash,5vBKu1igxFo6g1sHADkIdg
boygenius,6RjlLIuDFC8Dw91yRAdPz9,single,6,2018-10-26,boygenius,1hLiboQ98IQWhpKeP9vRFw
Comedown Machine,4WnkQO4xD9ljQooB3VIxCV,album,11,2013-03-25,The Strokes,0epOFNiUfyON9EYx7Tpr6V
Imploding The Mirage,1uROBP2G4MP0O4w1v5Cpbg,album,10,2020-08-21,The Killers,0C0XlULifJtAgn6ZNCW2eu
Underclass Hero,4fc73QNw5EjIorFfZ6n6YG,album,14,2007-01-01,Sum 41,0qT79UgT5tY4yudH9VfsdT
Home Video,2nwfSapJ3YIq7Ofad4Vuh1,album,11,2021-06-25,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP
How To Save A Life,1IM3GwptCGYjRkzCBolyFK,album,12,2005-09-13,The Fray,0zOcE3mg9nS6l3yxt1Y0bK
Sawdust,4NtamseeVOGesCm8W9oHSz,compilation,17,2007-01-01,The Killers,0C0XlULifJtAgn6ZNCW2eu
Teens Of Denial,3KpYyDP8q8sUBxatHaYEsP,album,12,2016-05-20,Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf
Manic,68enXe5XcJdciSDAZr0Alr,album,16,2020-01-17,Halsey,26VFTg2z8YR0cCuwLzESi2
Once Upon a Mind,4gkWfdUgz4jWrGx4sKQpb4,album,11,2019-10-25,James Blunt,7KMqksf0UMdyA0UCf4R3ux
"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",5vP0fNictdWyU48o83Q7ob,album,21,2021-05-28,Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe
Vampire Weekend,5fedTyx7AnXeyxLL0giq6x,album,11,2008-01-27,Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx
XENOVERSO,70UOLXHPH0eMbjJuaE7OqW,album,17,2022-04-14,Rancore,5DkmrXKeWgDS86KKEw45o6
Funeral,6ZB8qaR9JNuS0Q0bG1nbcH,album,10,2004-06-16,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
Hot Fuss,4piJq7R3gjUOxnYs6lDCTg,album,12,2004,The Killers,0C0XlULifJtAgn6ZNCW2eu
Love Story (Taylor’s Version),4j2syEjl3h1To8KbRgvmJn,single,1,2021-02-12,Taylor Swift,06HL4z0CvFAxyc27GXpf02
Is This It,2yNaksHgeMQM9Quse463b5,album,11,2001-07-30,The Strokes,0epOFNiUfyON9EYx7Tpr6V
The Suburbs,3DrgM5X3yX1JP1liNLAOHI,album,16,2010-08-02,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
Day & Age (Bonus Tracks),0Ug5scDXUIgGN8yanDBLQw,album,12,2008-11-18,The Killers,0C0XlULifJtAgn6ZNCW2eu
Language.Sex.Violence.Other?,1DwcGY8AK9RS0IgmozyvyP,album,11,2005-01-01,Stereophonics,21UJ7PRWb3Etgsu99f8yo8
First Collection: 2006-2009,2m7zr13OtqMWyPkO32WRo0,album,30,2018-11-09,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb
Dizzy up the Girl,4UMjBXcRqIgMZ1XumU2x5T,album,13,1998-09-11,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA
Sam's Town,4o3RJndRhHxkieQzQGhmbw,album,12,2006-09-27,The Killers,0C0XlULifJtAgn6ZNCW2eu
The Black Parade,0FZK97MXMm5mUQ8mtudjuK,album,14,2006-10-23,My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb
California (Deluxe Edition),0jLf8ecN5HjstQqPAjJlsS,album,28,2017-05-19,blink-182,6FBDaR13swtiWwGhX1WQsP
Lemon Boy,5rvA7Pth9X8PFp5jHqFl3V,album,13,2018-01-01,Cavetown,2hR4h1Cao2ueuI7Cx9c7V8
Nectar,6YKk4wlKdACRITGKmGnoIm,album,18,2020-09-24,Joji,3MZsBdqDrRTJihTHQrO6Dq
Mobile Orchestra,6P9CHi6Dx26YWHeE3aTZiz,album,10,2015-07-10,Owl City,07QEuhtrNmmZ0zEcqE9SF6
Fleet Foxes,1rfgmU0AYNwWfS88pCOlX7,album,11,2008-06-09,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb
Thank You Happy Birthday,2jVxhH1xg6EIc87rGM1Ogt,album,12,2011-01-01,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3
Off With Their Heads,1cMowxUDW6TPg6NXnOdM3n,album,15,2008-01-01,Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt
"Whatever People Say I Am, That's What I'm Not",50Zz8CkIhATKUlQMbHO3k1,album,13,2006-01-29,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH
Bleed American,0UJhhj5bn5AGAjryFnhueP,album,11,2001-07-17,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s
1000 gecs,2uhB1KivbFnlkARpbd0Cvu,album,10,2019-05-31,100 gecs,6PfSUFtkMVoDkx4MQkzOi3
Ants From Up There,21xp7NdU1ajmO1CX0w2Egd,album,10,2022-02-04,"Black Country, New Road",3PP6ghmOlDl2jaKaH0avUN
WE,2sAePf08xIp4tnDlMUCV8B,album,10,2022-05-06,Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB
(What's The Story) Morning Glory? [Remastered],1VW1MFNstaJuygaoTPkdCk,album,40,1995-10-02,Oasis,2DaxqgrOhkeH0fpeiQq2f4
All That We Needed,4vUClKTFaDWnsHE8rK52GY,album,13,2005-01-01,Plain White T's,1g1yxsNVPhMUl9GrMjEb2o
Imploding The Mirage,1uROBP2G4MP0O4w1v5Cpbg,album,10,2020-08-21,The Killers,0C0XlULifJtAgn6ZNCW2eu
Is This It,2yNaksHgeMQM9Quse463b5,album,11,2001-07-30,The Strokes,0epOFNiUfyON9EYx7Tpr6V
Minecraft: Caves & Cliffs (Original Game Soundtrack),7yQIrNTf3pBu0FdyAJqTqb,album,10,2021-10-20,['Lena Raine'],['3Ww8GMbCDMAGwJJ2hd7z7z']
Opus,2Kwbn1H4KMGZAe4MS6uDzU,album,19,2016-02-05,Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R
Making Movies,3wvclpO3LJmpSQGQ9gBa2a,album,7,1980-10-17,Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T
A Crack in the Sky,5wDUW6IzaGKw0L5JWYnQbC,single,4,2018-10-23,Quiet Machine,1prGzOutBScDLXLCORA35Z
Eyes Open,3k7bXPw2u0C0SBKPMsgMS3,album,11,2006-01-01,Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp
OK Computer,6dVIqQ8qmQ5GBnJ9shOYGE,album,12,1997-05-28,Radiohead,4Z8W4fKeB5YxbusRsdQVPb
Definitely Maybe (Remastered),50xG9YujTzMGaLHfJTskBy,album,44,1994-08-29,Oasis,2DaxqgrOhkeH0fpeiQq2f4
Origin of Symmetry,1Dh27pjT3IEdiRG9Se5uQn,album,12,2001,Muse,12Chz98pHFMPJEknJQMWvI
Blood Bank,6G2VFrsyr7jAiUYklrdKob,single,4,2009-01-20,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ
Room On Fire,3HFbH1loOUbqCyPsLuHLLh,album,11,2003-10-28,The Strokes,0epOFNiUfyON9EYx7Tpr6V
Mylo Xyloto,2R7iJz5uaHjLEVnMkloO18,album,14,2011-10-24,Coldplay,4gzpq5DPGxSnKTe4SA8HAU
Pony,5CNckxfLf4TCoMOoxgAU8l,album,10,2019-10-25,Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL
Bittersweet,5NMlKS7qRauBlJTlKffIMa,single,1,2019-03-15,Greer,39v5154nNeWJGatKDkLGu9
Ocean Eyes,3vf65wfk1EEjVhy6BjENsS,album,12,2009-01-01,Owl City,07QEuhtrNmmZ0zEcqE9SF6
Sam's Town,4o3RJndRhHxkieQzQGhmbw,album,12,2006-09-27,The Killers,0C0XlULifJtAgn6ZNCW2eu
Boom Boom Room (Side B),66DI08aLccnN1mHY3EUgZ8,album,8,2018-09-28,Palaye Royale,0hAd6zwEgt9ILuMDY1prcI
Staying at Tamara's,2NaulYO6lGXTyIzWTJvRJj,album,11,2018-03-23,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j
X2,6ZVOpNfX2JMfAFDqEfmyQ5,album,18,2022-01-07,Sick Luke,0hk4xVujcyOr6USD95wcWb
Italiano,6mcfFvRK1uZEoCa6P1xuxl,single,5,2022-05-05,"['Sfera Ebbasta', 'Rvssian', 'Fivio Foreign']","['23TFHmajVfBtlRx5MXqgoz', '1fctva4kpRbg2k3v7kwRuS', '14CHVeJGrR5xgUGQFV5BVM']"
VIRUS,1PuzNok4t4FnyY92G202UU,album,16,2022-01-14,Noyz Narcos,49UAapOfpOg1ZOU4xf2NgY
Il giorno in cui ho smesso di pensare,2bL1yZKdgMo1syeyCYDwhq,album,13,2022-02-25,Irama,5iot8OPcosJN9nCl7I5SdK
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
Bad Habits (feat. Tion Wayne & Central Cee) [Fumez The Engineer Remix],2P9CbLPTyNRf5OAOEs7g6C,single,2,2021-08-12,"['Ed Sheeran', 'Tion Wayne', 'Central Cee', 'Fumez The Engineer']","['6eUKZXaKkcviH0Ku9w2n3V', '7b79bQFziJFedJb75k6hFt', '5H4yInM5zmHqpKIoMNAx4r', '0ksX396B3t2Gt8kwr0BJZk']"
Salvatore Vive,1VSve1RDkpnGq2J1VL1Ux4,album,22,2022-10-27,Paky,1KQJOTeIMbixtnSWY4sYs2
Go Go Jack,1sb1yVEaGyTLLOzM1QNRlk,single,1,2021-09-23,"['MINUR', 'Simba La Rue']","['7rylbiZO3rabYvIKu4Kcg0', '2PEMswqQspTSsAltdeF5kO']"
Ferrari (Remix),0zWMvd5j2ozFDLycUIVzbt,single,3,2022-09-09,"['James Hype', 'Miggy Dela Rosa', 'Lazza']","['43BxCL6t4c73BQnIJtry5v', '45ruzGUmIr8WLjLOPJ9mGU', '0jdNdfi4vAuVi7a6cPDFBM']"
Cancelo,4elXQH4dGGNYwjy8f7UcB8,single,1,2022-03-17,Rhove,44DWomjW1oDuxIoBIRpmQ4
Pensando a lei,16TddOdM2qRyKoyjy05nQn,single,1,2022-02-11,Shiva,2K5nCggbhSZ00YCYP5qkZS
PLAYA,4BooiX3rbdDNh6uzJUMfRE,single,1,2022-07-22,Zefe,3yNjXWi2WswJfuBZSouJRH
Mamma Mia,4hPNVvtU3MXV6Oefi11Zx3,single,1,2022-04-28,"['Sfera Ebbasta', 'Rvssian']","['23TFHmajVfBtlRx5MXqgoz', '1fctva4kpRbg2k3v7kwRuS']"
OCCHI SU DI ME,3m1flCe33XHHe6JLk30UhS,single,1,2022-01-28,Blake Religion,1JW4Ic8BQlx1rnh9WAohGC
Dark Love EP,5Z5JxIgeTDnZdg6pLootUs,album,8,2022-06-24,Shiva,2K5nCggbhSZ00YCYP5qkZS
Eiwa,5VwzFhZqZtoNuAH66snDIm,single,1,2021-07-16,"['Rayan', 'Intifaya']","['6doCr3greqY545Eo7IsY3m', '1sSz8a84ezDX1LhXCIgt41']"
s!r! (feat. Lazza & Sfera Ebbasta),3FKHKKhVw31wJoYybif80p,single,1,2022-07-15,"['thasup', 'Lazza', 'Sfera Ebbasta']","['19i93sA0D7yS9dYoVNBqAA', '0jdNdfi4vAuVi7a6cPDFBM', '23TFHmajVfBtlRx5MXqgoz']"
23,0SakL2ra5Cik5yQgKQBHGp,album,15,2022-02-25,Central Cee,5H4yInM5zmHqpKIoMNAx4r
Shakerando,4ZF92wezwJWluQn4CQcXLJ,single,1,2021-12-15,Rhove,44DWomjW1oDuxIoBIRpmQ4
CRIMI,0A6H9ZeitwXVP5FpsY8Vud,album,10,2022-05-17,Simba La Rue,2PEMswqQspTSsAltdeF5kO
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
EP2,06BFpQi8sfXz6yQXlITPky,single,8,2022-06-17,Baby Gang,3LvwPiJQJ0da0GurKMToV0
ERROR 442,3cvVjdslZvZ8Ti1BeDXxEU,album,18,2022-12-15,Keta,0noBqdN1IGlVyoYkpd6Vrn
STURDY,368Ku2KAei8qwbELqc1Rzl,single,1,2022-04-29,"['Rondodasosa', 'Nko']","['61bQ4nwIioR8w6PGxzpyY3', '4kTOsBwxhA2Sn4PSs7PqnN']"
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
HOOD LOVE (feat. J Lord & Baby Gang),5IzlR00fkhX4RZcEzcVeAM,single,1,2021-12-03,"['Dat Boi Dee', 'J Lord', 'Baby Gang']","['3wDn3kW2zDRLnaQAnX0S3x', '1SDzdhISMGaEQzOCaJQ45C', '3LvwPiJQJ0da0GurKMToV0']"
Guérrilla,5OWqkBgQPvdll9AmXdjrBe,single,1,2022-04-19,Nabi,5CqlDzj8DSqsklkXuTYfSd
CHINGA (feat. Simba La Rue),7mLHKibsGaCiGa0uL3KE7s,single,1,2022-01-21,"['Rondodasosa', 'Nko', 'Simba La Rue']","['61bQ4nwIioR8w6PGxzpyY3', '4kTOsBwxhA2Sn4PSs7PqnN', '2PEMswqQspTSsAltdeF5kO']"
SIRIO,2v7KXdLrb81rGL9G7jwcjF,album,17,2022-04-07,Lazza,0jdNdfi4vAuVi7a6cPDFBM
EP2,06BFpQi8sfXz6yQXlITPky,single,8,2022-06-17,Baby Gang,3LvwPiJQJ0da0GurKMToV0
PROVINCIALE,3neHYsGA6MSGSahkig6gCq,album,9,2022-07-21,Rhove,44DWomjW1oDuxIoBIRpmQ4
Salvatore,5YMLvb4ZjBfVwJMf6dTKRZ,album,18,2022-10-21,Paky,1KQJOTeIMbixtnSWY4sYs2
MOLOTOV,0CX9SGqogc6UNWCe0tG3Hu,single,1,2022-03-24,Lazza,0jdNdfi4vAuVi7a6cPDFBM
BUBBLE (feat. thasup & Salmo),2yuspE1GL8YQLrOboKtwWp,single,1,2022-06-10,"['Takagi & Ketra', 'thasup', 'Salmo']","['76UCIJTB0jcJvBaL0CdIqx', '19i93sA0D7yS9dYoVNBqAA', '3hBQ4zniNdQf1cqqo6hzuW']"
Non è Easy,2C8BWxEdF4kCgUH4FpT2cP,single,1,2022-05-12,Shiva,2K5nCggbhSZ00YCYP5qkZS
PROVINCIALE,3neHYsGA6MSGSahkig6gCq,album,9,2022-07-21,Rhove,44DWomjW1oDuxIoBIRpmQ4
Bisous,18WfbdpSPZ3Gx1qlMlHGSP,single,1,2022-05-06,"['Medy', 'Timongothekeys']","['3lbFUmlaNMa9ZVSabLlkhn', '1pXa6QH7HpQcw3FCP7MQQk']"
ERROR 442,3cvVjdslZvZ8Ti1BeDXxEU,album,18,2022-12-15,Keta,0noBqdN1IGlVyoYkpd6Vrn
CRIMI,0A6H9ZeitwXVP5FpsY8Vud,album,10,2022-05-17,Simba La Rue,2PEMswqQspTSsAltdeF5kO
Seignosse,5TmDheBbiIysuxMl2Qjhfg,single,1,2022-02-18,"['Rhove', 'Madfingerz']","['44DWomjW1oDuxIoBIRpmQ4', '4VmOlyJsnQB93ZIGMO2XWo']"
YO,27hO8daTikBVebKuEhZFGT,single,1,2022-09-29,"['Mikush', 'Timongothekeys']","['3eBlbhY21Q1L6xwbVMCQa1', '1pXa6QH7HpQcw3FCP7MQQk']"
Michelle Pfeiffer (feat. Tony Effe),4sjE4QuZcasRCp7uYCdcv5,single,1,2022-05-13,"['Rose Villain', 'Tony Effe']","['2aya6KuqjXEhHBqYKsTPLs', '6CKch2otN4SPznHf9ms5JF']"
Sottozero,5W5MeWj7h77dMUazvzjR5w,single,7,2022-03-04,Icy Subzero,24oVOFAARWAYUb1LaedbI0
ItalGarage,2wA2lNv7d0fsO7sxTFpdap,single,1,2022-07-20,"['Kuremino', 'Madfingerz']","['1V4Yspflqmghgh91FQJW9n', '4VmOlyJsnQB93ZIGMO2XWo']"
TÊTE (feat. Medy & VillaBanks),5TL8p0VHTb54SA7FGhL8lG,single,1,2022-07-01,"['AVA', 'Medy', 'VillaBanks']","['7zPS3i8YJBNeDcqXUHfCMr', '3lbFUmlaNMa9ZVSabLlkhn', '3ASAxVN1hNoYfoMcIkzZWL']"
Dark Days,41Tkn4XnbcB7bwFf5lSBR3,album,15,2022-10-14,"['Rayan', 'Intifaya']","['6doCr3greqY545Eo7IsY3m', '1sSz8a84ezDX1LhXCIgt41']"
Succo Di Zenzero Vol. 2,3Kqru3VLXk8dzaBuzC5WRl,album,16,2022-01-21,Wayne Santana,4FiPwqm4GHYuJyldqILugY
Mes raisons,6adLL7AexQ4DaZWf0W7Szs,album,10,2022-03-23,Almas,0M81CoQJFvfJH9BNnJvbQl
Eclissi,0VliboIrLzdC2Qgjdm5V4S,album,13,2022-05-12,Gemitaiz,4upwdFMlZBmQ68jP9jPzjK
Giù,7vo7aun2FjdwkfP81Gy8w3,album,11,2022-07-01,Neima Ezza,754BUADwzMYecBgOoBaetK
Plaquette,2VGAKLqF0nTWezZINNzccY,single,1,2022-08-26,Nabi,5CqlDzj8DSqsklkXuTYfSd
Soldi Puliti,0EGdVToK2bi2arUQ1PWtY4,single,1,2022-03-25,Shiva,2K5nCggbhSZ00YCYP5qkZS
