name,id,genre
Roméo Elvis,2pHk4wAmL7ofTAuvCIUWtv,"['belgian hip hop', 'french hip hop', 'rap calme']"
JenJoon,5EueujjeEpYjmaQbAuaetK,"['rap tunisien', 'tunisian pop']"
Nirvana,6olE6TJLqED3rqDCT0FyPh,"['alternative rock', 'grunge', 'permanent wave', 'rock']"
Flenn,66OYzK2q18j4EVdMqRtf6L,['rap algerien']
Wayne Santana,4FiPwqm4GHYuJyldqILugY,"['italian hip hop', 'trap italiana']"
Pyrex,7h1amg0X7Q5d0D5KfuyKTg,['trap italiana']
Mc Artisan,24XkH7tJDFfDrOLlONiy7S,['rap algerien']
N3VER_ALIV3,0XiRUAnwWJ8NngkF1aE64q,['Without Genre']
Desiigner,7pFeBzX627ff0VnN6bxPR4,"['pop rap', 'rap', 'trap', 'underground hip hop', 'viral trap']"
Albaa,6apHGj0pTCJaDs2K5Wh20J,['Without Genre']
Migos,6oMuImdp5ZcFhWP0ESe6mG,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Eurielle,7F1l2kTBvOPGd8sF8nBEtv,['fantasy']
Warda,3myefQO8upDe4aNxjTFddr,"['arab pop', 'belly dance', 'classic arab pop']"
BadBoy 7low,5BT4zMQNSZo6Lji8Zj3Cyc,['rap tunisien']
Kvtana,35gKdu6KXUbcjcMVf5eCIY,['Without Genre']
Double Zuksh,02T4vKIGje48LHpXmJoEwo,"['egyptian hip hop', 'egyptian trap']"
3enba,4U7K3Xm1CXe5FpBGYUcHUZ,['mahraganat']
Abo El Anwar,2H6XYL9D5Z3ErkxCD0gmD6,"['egyptian hip hop', 'egyptian trap']"
Kimezaa,3gpDegDcUdkEFX0EGWus2x,['Without Genre']
Trinix,3HqP3nd8WI0VfHRhApPlan,"['bass trap', 'new french touch', 'tropical house']"
Gunna,2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']"
Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
BAYA,44tT41qPtEntyDJPyjxZtN,['rap tunisien']
Tabac Roule,4QDXJLkcx0LJSxl3fWfYZy,['rap tunisien']
42 Dugg,45gHcnDnMC15sgx3VL7ROG,"['detroit trap', 'rap', 'southern hip hop', 'trap']"
XIIVI,7KSQKdaecID0uErHDg8y0N,['rap tunisien']
It's ERROR,3cQGlr2EF36wyYPWhDwoph,['Without Genre']
Linko,2YuHtXxcxFY5KM3ukLvExV,['rap tunisien']
SAFFWIZZ,6laKqprdVIDQ1jmOsd1osu,['rap tunisien']
Ktyb,1i85OjmZoPeQqdnqX0NXBa,['rap tunisien']
Manny Troublez,4zy1P09QNWgC7LvrAbYaDN,['Without Genre']
Hedi Jouini,6IqN6hidjtP5R1ei1kgQ5l,['classic tunisian pop']
Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,"['melodic rap', 'trap']"
Young Stoner Life,1xr2G8Hlx4QWmT9HaUbmoO,"['hip hop', 'rap', 'southern hip hop', 'trap']"
Miles Wesley,4WhfepOctZk2kVISWeeNo3,['sad rap']
Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,"['melodic rap', 'pop', 'pop rap', 'viral rap']"
Money Man,3Rx4PJ7SP6unkOk5elPUK7,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']"
THE SCOTTS,2PaZWGu5T5nHjY2xxAkFsT,['Without Genre']
Muks Died,1HCZLGaCIHX0yHYqtoEJkn,['Without Genre']
Arizona Zervas,0vRvGUQVUjytro0xpb26bs,"['pop', 'pop rap', 'rhode island rap', 'viral rap']"
Jok'air,2kIs76sEGiulKeqetZq6ua,"['francoton', 'french hip hop', 'pop urbaine', 'rap calme']"
Laylow,0LnhY2fzptb0QEs5Q5gM7S,"['french hip hop', 'pop urbaine']"
Brotherhood Family,10cwob7dZC2NvAJtTc6GwD,['rap tunisien']
Ta9chira,3i9OYfUCXrnExALGVDFVbV,['rap tunisien']
Monolink,2I4hRNCYkPKJQlkoEZKjYx,['livetronica']
ARTBAT,3BkRu2TGd2I1uBxZKddfg1,['ukrainian electronic']
NASTYSH!!T,6qiiqFqUgHwAhMNDVR0PXz,['rap tunisien']
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,"['contemporary country', 'country', 'country road']"
Phénix BBJ,3I0PfLPJkyk0cLfmoo3bAi,['rap tunisien']
Zakaria Zouaghi,3MUbbcR3D67Tw0aAYzrAEI,['Without Genre']
Largo,56OP6hYPc05LNJB0JlPC3f,['rap algerien']
Anfa Rose,6QyD04sHvKf1AjxkXrNRk1,['trap soul']
JACKBOYS,7A8S43ryYdbWpJKeHRZRcq,"['rap', 'trap']"
Bobby Shmurda,34Y0ldeyUv7jBvukWOGASO,"['nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Cheb terro,1GXXeP82B0K2GalnOIpdX5,['Without Genre']
Prznt,57kVlVXJYheaFNXA91qP4w,['trap soul']
Laurentius McGill,0CBROhD5vgTc5j2k1LlieA,['Without Genre']
Ochoera,6EEoXZGU2sUN39Vind9uAe,['Without Genre']
Tre' $ledge,2w8zNggCTdqFthQ877gi7A,['Without Genre']
pre kai ro,0oXFTo5u9yH1zht6gIt4wY,['trap soul']
Ken Samson,4piN2cY3yHXfkYwLNW7lhT,['Without Genre']
June Haze,4Jl4hwnGhfVvrrAWLsXkJc,['Without Genre']
Hloy,6PlfrUehMgLpBPdqVTuhSL,['Without Genre']
Moeazy,7JYVVIJHFX48ERG4Wt6HJz,['Without Genre']
TumaniYO,6GSMqHdLtTCTR9pv5ytaTo,"['russian dance', 'russian hip hop']"
Jay Rock,28ExwzUQsvgJooOI0X1mr3,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,"['brooklyn drill', 'melodic rap', 'nyc rap']"
6LACK,4IVAbR2w4JJNJDDRFP3E83,"['atl hip hop', 'hip hop', 'melodic rap', 'pop', 'r&b', 'rap', 'trap']"
Sheck Wes,2RDOrhPqAM4jzTRCEb19qX,"['rap', 'trap', 'vapor trap', 'viral rap']"
Yung Pinch,61qMnYXa1GxSBoV3IiYKjZ,"['emo rap', 'melodic rap', 'oc rap', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']"
Pouya,4nXOZlYoAD67hF9aUEncMY,"['aesthetic rap', 'dark trap', 'emo rap', 'miami hip hop', 'underground hip hop']"
Roddy Ricch,757aE44tKEUQEqRuT6GnEB,"['melodic rap', 'rap', 'trap']"
Big Sean,0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Khruangbin,2mVVjNmdjXZZDvhgQWiakk,['neo-psychedelic']
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,"['modern blues', 'soul']"
Kevin George,0UFKnbRkop5zKvIHhbnMCI,['trap soul']
JUGGER,1j3LdvJRNNsZCMcsBrC8mX,['toronto rap']
451,0x2owJPJ7tQZaSSKJq6GXA,['trap soul']
BEAM,46MWeeHNVMYRIIofQBEX98,['trap soul']
DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Koffee K,1dw6fNjt8patrkosLcAoKj,['Without Genre']
Bugus,66phyNbqecPgZ1bk5SPHzB,['Without Genre']
Paris Paige,4MwF8qs0Uukh7VQdbVEcpP,['Without Genre']
Pardison Fontaine,7Gkyjs2OYQpJdOvvmwIz2Z,"['rap', 'upstate ny rap']"
BLVCK 7050,0ygdc6RH28b5vBRrC79LO2,['rap tunisien']
Prince of Falls,2eXe5H2p9q1VQVVZ0nnkyO,['trap soul']
Charlie Charles,1UCxzrM5WJh9ure5vCcsim,"['italian hip hop', 'italian pop']"
Low Kidd,5WBincqAirIREkG5sXqeyq,"['italian hip hop', 'trap italiana']"
Vegas Jones,4b3MWJACM6T1QwGKoFe7pp,['italian hip hop']
Nika Paris,0VJVKvIFYvfqQsPatoQIDx,['Without Genre']
ROOM9,3k3lLcA3Yy5tW7yhdFaDzU,['Without Genre']
BIA,6veh5zbFpm31XsPdjBgPER,"['alternative r&b', 'r&b', 'rap', 'rap latina', 'trap queen', 'viral rap']"
Fivio Foreign,14CHVeJGrR5xgUGQFV5BVM,"['brooklyn drill', 'new york drill', 'pop rap', 'rap', 'trap']"
Blind,5OHbkBRl9kGeloz8JjAwDP,['Without Genre']
Nicola Siciliano,0q0CTttRdwiuDFmDiN7jAt,"['italian hip hop', 'rap napoletano']"
Don Joe,3WrMBQYO99lzSOhYGPiVoQ,['italian hip hop']
Chadia Rodriguez,4nXNT34X5GQ8yTBttXtbY6,"['italian hip hop', 'italian pop']"
Matt Sassari,21dVknSLCsK37cWozWDZZS,"['french tech house', 'french techno']"
Cloonee,7MdlXmq2HViAJWo9cf30sR,['Without Genre']
John Summit,7kNqXtgeIwFtelmRjWv205,"['edm', 'electro house', 'house', 'pop dance']"
Club Dogo,4dyfAiJCbl7jS1GHOCdiJv,"['italian hip hop', 'italian underground hip hop']"
Tredici Pietro,0RENwV6Phsp2y8nnFJ54UC,"['italian hip hop', 'italian indie pop']"
Mabel,1MIVXf74SZHmTIp4V4paH4,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
J Lord,1SDzdhISMGaEQzOCaJQ45C,['italian hip hop']
Skinny,1NHdROm8HLgfbar8uCIZGk,"['italian hip hop', 'rap siciliano', 'trap italiana']"
ICON808,26KX0MBUc2cvGSIg1u2U7P,['Without Genre']
Giorgia,0gm1lHoOXAdy5OB4AwFYRr,"['classic italian pop', 'italian adult pop']"
Sacky,1sybJwRGo9WiiqcZLzzAbS,"['italian hip hop', 'trap italiana']"
The Black Dahlia Murder,4xTDPgk4jHCF0qui3dH6BS,"['american melodeath', 'deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore']"
Necrophagist,22GSc8UsPGIP5mrM4W57rY,"['brutal death metal', 'death metal', 'german death metal', 'technical death metal', 'turkish death metal']"
The Raven Autarchy,1y64eIIxdhBplQuPF7bKnQ,"['progressive deathcore', 'symphonic deathcore']"
Mark Garrett,1jzcjryUAbmKUwcutDVEA0,['Without Genre']
Infant Annihilator,6eSSPyqys0J4j0kdi3hFrR,"['comic metal', 'deathcore']"
Sublime,0EdvGhlC1FkGItLOWQzG4J,"['reggae fusion', 'ska mexicano', 'ska punk']"
Radiohead,4Z8W4fKeB5YxbusRsdQVPb,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
Anima,1QDd01OCSmTbYTPB1stDOl,['Without Genre']
Steve Vai,32Jb1X3wSmmoHj2epZReZA,"['instrumental rock', 'metal guitar', 'neo classical metal', 'shred']"
NASKA,4r1DHaB2yIhddOkTF92d1d,"['emo rap italiano', 'italian hip hop']"
Chicoria,5OzBpKiOsMFpuwvbJpUGce,"['italian hip hop', 'italian underground hip hop']"
Pearl Jam,1w5Kfo2jwwIPruYS2UWh56,"['grunge', 'permanent wave', 'rock']"
Opeth,0ybFZ2Ab08V8hueghSXm6E,"['alternative metal', 'metal', 'progressive death metal', 'progressive metal', 'swedish metal', 'swedish progressive metal']"
The Jins,5WvFLGeK0O8imCwfQF1j3b,['Without Genre']
Bad Religion,2yJwXpWAQOOl5XFzbCxLs9,"['punk', 'skate punk', 'socal pop punk']"
First Fragment,51NIL49MVTWeXEC8LoVrQ0,"['quebec death metal', 'technical death metal']"
The Suicide Machines,31v7ijnAMVL9V7Uzr1sFcI,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
Vale Of Pnath,31i0H73pagGhaNZ9YLgUYY,"['brutal death metal', 'cosmic death metal', 'denver metal', 'lovecraftian metal', 'technical brutal death metal', 'technical death metal', 'technical deathcore', 'technical melodic death metal']"
Obscura,7i82bJxWj1Tggc7pnU1hzt,"['brutal death metal', 'cosmic death metal', 'death metal', 'jazz metal', 'progressive death metal', 'progressive technical death metal', 'sci-fi metal', 'technical death metal']"
Descendents,1FGH4Bh7g9W6V4fUcKZWp5,"['hardcore punk', 'melodic hardcore', 'punk', 'skate punk']"
Muse,12Chz98pHFMPJEknJQMWvI,"['modern rock', 'permanent wave', 'rock']"
The Last of Lucy,674ZrmXkEtoj4aF3YNS7QY,"['progressive technical death metal', 'technical death metal']"
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave']"
Mr. Big,5OfhOoKunSnuubxxRML8J3,"['glam metal', 'hard rock', 'pop rock']"
Vulfpeck,7pXu47GoqSYRajmBCjxdD6,"['ann arbor indie', 'funk rock', 'instrumental funk']"
Vulf,1kkjXmcMmibTegsw0JtDwv,['Without Genre']
Rancid,6xTk3EK5T9UzudENVvu9YB,"['punk', 'rap rock', 'ska', 'ska punk', 'skate punk']"
Rise Against,6Wr3hh341P84m3EI8qdn9O,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'punk']"
Queens of the Stone Age,4pejUc4iciQfgdX6OKulQn,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']"
Tallah,6Idb4IHX4Mf8IlB6sXcsdf,['nu-metalcore']
Foo Fighters,7jy3rLJdDQY21OgRLCZ9sD,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
Marcy Playground,7AQzXO3NPNQsI7oNu5rC3r,"['alternative rock', 'pop rock', 'rock']"
Polyphia,4vGrte8FDu062Ntj0RsPiZ,['instrumental rock']
Stone Temple Pilots,2UazAtjfzqBF0Nho2awK4z,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']"
Point Of Recognition,1pO4ETL3CrRQPbCmWosBeM,['christian hardcore']
Archspire,7F9ZL4TJNr8AoU0UUQX8ih,"['brutal death metal', 'canadian death metal', 'canadian metal', 'technical brutal death metal', 'technical death metal', 'vancouver metal']"
Mandark,0Y6B1fQJ0pFHBzYRRN8Bp6,['trap metal italiana']
Gorod,69lt02nubfNbPdrvH4tJxx,"['brutal death metal', 'death metal', 'french death metal', 'french metal', 'jazz metal', 'progressive death metal', 'technical death metal', 'technical melodic death metal']"
Angelmaker,1AdrYGYDz4oa9dvW2jfFrG,"['blackened deathcore', 'deathcore', 'progressive deathcore', 'slamming deathcore', 'vancouver metal']"
Shadow of Intent,76xrrejizyQpKukBIhnf3D,"['melodic deathcore', 'slamming deathcore', 'symphonic deathcore']"
Carnifex,4nqY8hkQNkHaDq4fdVxdYr,"['blackened deathcore', 'deathcore', 'melodic metalcore', 'symphonic deathcore']"
NOFX,4S2yOnmsWW97dT87yVoaSZ,"['punk', 'skate punk', 'socal pop punk']"
As I Lay Dying,2vd2HnNh4pdYa9gDVHFjEu,"['alternative metal', 'christian metal', 'melodic metalcore', 'metalcore', 'nu metal']"
Lorna Shore,6vXYoy8ouRVib302zxaxFF,"['blackened deathcore', 'symphonic deathcore']"
Ensiferum,0krXCIkthz13P8o0v2tksH,"['finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal', 'nordic folk metal', 'power metal', 'viking metal']"
Animals As Leaders,65C6Unk7nhg2aCnVuAPMo8,"['djent', 'instrumental djent', 'instrumental rock', 'jazz metal', 'progressive jazz fusion', 'progressive metal']"
Slaughter to Prevail,24Oiw7BlvO1BETecDLJt6m,"['russian metal', 'russian metalcore', 'slamming deathcore']"
Eralise,504J12bSagoGwTf3FICGTB,['Without Genre']
Wind Rose,67ps5pbKVO7V9Fcb4lTIXz,"['italian folk metal', 'italian power metal', 'melodic metal', 'middle earth', 'power metal', 'tolkien metal']"
BABYMETAL,630wzNP2OL7fl4Xl0GnMWq,"['comic metal', 'idol rock', 'j-metal', 'kawaii metal']"
Finntroll,4ZgkHVHmGPXuRy8zd26ZJX,"['finnish metal', 'folk metal', 'melodic death metal', 'metal', 'nordic folk metal', 'power metal', 'viking metal']"
I Prevail,3Uobr6LgQpBbk6k4QGAb3V,['nu-metalcore']
Epica,5HA5aLY3jJV7eimXWkRBBp,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'melodic metal', 'neo classical metal', 'opera metal', 'power metal', 'symphonic metal']"
Stratovarius,1O8CSXsPwEqxcoBE360PPO,"['finnish power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']"
Grimes,053q0ukIDRgzwTr4vNSwab,"['art pop', 'canadian electropop', 'dance pop', 'electropop', 'grave wave', 'indietronica', 'metropopolis', 'pop']"
YUNGBLUD,6Ad91Jof8Niiw0lGLLi3NW,"['british indie rock', 'modern rock', 'rock']"
Atlas Pain,2hqAv09R9nzJEOaThnbO67,"['folk metal', 'italian folk metal']"
Gloryhammer,7dkEByOe0oHqc54qU4hwzV,"['british power metal', 'comic metal', 'melodic metal', 'power metal', 'scottish metal', 'symphonic metal']"
Halsey,26VFTg2z8YR0cCuwLzESi2,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']"
Alestorm,3OpqU68JpZlzvjAJj3B2Da,"['british power metal', 'comic', 'comic metal', 'metal', 'pirate', 'power metal', 'scottish metal']"
H.E.A.T,7M4PCSo5DDasGginrPHSDd,"['glam metal', 'hard rock', 'melodic hard rock', 'modern hard rock', 'nightrun', 'swedish melodic rock']"
Furor Gallico,3EdTAF8rCNoJhEYmNKBehq,"['celtic metal', 'deep folk metal', 'folk metal', 'italian folk metal']"
Dimmu Borgir,6e8ISIsI7UQZPyEorefAhK,"['black metal', 'melodic death metal', 'metal', 'norwegian black metal', 'norwegian metal', 'symphonic black metal', 'symphonic metal']"
Spiritbox,4MzJMcHQBl9SIYSjwWn8QW,['canadian metalcore']
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
Architects,3ZztVuWxHzNpl0THurTFCv,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']"
Arch Enemy,0DCw6lHkzh9t7f8Hb4Z0Sx,"['alternative metal', 'death metal', 'melodic death metal', 'metal', 'power metal', 'swedish death metal', 'swedish melodeath', 'swedish metal']"
Anorexia Nervosa,1hLFppCfgvSTH9C6ftWOoU,"['black metal', 'french black metal', 'french metal', 'symphonic black metal']"
Dina Rae,5jNmxPYz8QE5rYp4GDil8t,['Without Genre']
ILLENIUM,45eNHdiiabvmbp4erw26rg,"['edm', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']"
Excision,5FKchcZpQOkqFvXBj1aCvb,"['brostep', 'canadian electronic', 'edm', 'electro house', 'melodic dubstep']"
Nova Twins,7I95CM75shzCjHuTzrepjM,"['black punk', 'uk diy punk']"
Whitechapel,5274obTQJjzjyycRyJlfml,"['deathcore', 'melodic metalcore', 'metalcore', 'tennessee metal']"
Sam Carter,0x1N3jJbGtzIDIoJcktVCA,['Without Genre']
Vader,2s5DSt9VBNzAn2TbtDHzFZ,"['black metal', 'brutal death metal', 'death metal', 'deathrash', 'metal', 'polish death metal', 'polish metal', 'polish thrash metal']"
Wintersun,6ui6SwChan7c1KYBQCqGKV,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'finnish power metal', 'finnish progressive metal', 'folk metal', 'melodic death metal', 'metal', 'power metal', 'symphonic death metal', 'viking metal']"
Children Of Bodom,1xUhNgw4eJDZfvumIpcz1B,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'melodic death metal', 'metal', 'power metal']"
Eluveitie,5X0N2k3qMnI8kSrGJT3kfT,"['bow pop', 'celtic metal', 'folk metal', 'hurdy-gurdy', 'melodic death metal', 'power metal', 'swiss metal']"
Periphery,6d24kC5fxHFOSEAmjQPPhc,"['djent', 'melodic metalcore', 'progressive metal', 'progressive metalcore']"
TesseracT,23ytwhG1pzX6DIVWRWvW1r,"['djent', 'progressive metal']"
Jinjer,7o6cOczXTB8ioTAAJTbESf,['slayer']
Signs of the Swarm,0yxJx8OEyDfd7dzLsFuNrS,"['deathcore', 'pittsburgh metal', 'progressive deathcore', 'slamming deathcore']"
Car Seat Headrest,5PbpKlxQE0Ktl5lcNABoFf,"['alternative rock', 'indie pop', 'indie rock', 'rock']"
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,"['art pop', 'indie pop', 'indie rock']"
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,"['modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
Neutral Milk Hotel,2ooIqOf4X2uz4mMptXCtie,"['alternative rock', 'anti-folk', 'chamber pop', 'elephant 6', 'indie pop', 'indie rock', 'lo-fi']"
The Kooks,1GLtl8uqKmnyCWxHmw9tL4,"['brighton indie', 'modern rock', 'rock']"
The Strokes,0epOFNiUfyON9EYx7Tpr6V,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']"
Arcade Fire,3kjuyTCjPG1WMFCiyc5IuB,"['baroque pop', 'canadian indie', 'indie rock', 'modern rock', 'permanent wave', 'quebec indie', 'rock']"
The Microphones,7Ht57YadlBXcFJDK3plmhO,"['alternative rock', 'anti-folk', 'indie rock', 'lo-fi', 'lo-fi indie', 'noise pop', 'olympia wa indie']"
Animal Collective,4kwxTgCKMipBKhSnEstNKj,"['alternative rock', 'art pop', 'baltimore indie', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie rock', 'modern rock', 'new rave', 'noise pop']"
Scouting For Girls,2wpJOPmf1TIOzrB9mzHifd,['dance pop']
Tame Impala,5INjqkS1o8h1imAzPqGZBb,"['australian psych', 'neo-psychedelic']"
Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,"['chamber pop', 'folk', 'indie folk', 'indie pop', 'indie rock', 'seattle indie', 'stomp and holler']"
The Shins,4LG4Bs1Gadht7TCrMytQUO,"['albuquerque indie', 'alternative rock', 'indie pop', 'indie rock', 'modern rock', 'portland indie', 'stomp and holler']"
The Offspring,5LfGQac0EIXyAN8aUwmNAQ,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
The Voidz,4nUBBtLtzqZGpdiynTJbYJ,"['indie rock', 'modern alternative rock', 'modern rock']"
Death Cab for Cutie,0YrtvWJMgSdVrk3SfNjTbx,"['indie pop', 'indie rock', 'modern rock', 'washington indie']"
My Chemical Romance,7FBcuc1gsnv6Y1nwFtNRCb,"['emo', 'pop punk']"
The Killers,0C0XlULifJtAgn6ZNCW2eu,"['alternative rock', 'dance rock', 'permanent wave', 'rock']"
Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe,['alternative hip hop']
Kate Nash,5vBKu1igxFo6g1sHADkIdg,"['anti-folk', 'electropop', 'piano rock']"
boygenius,1hLiboQ98IQWhpKeP9vRFw,"['indie pop', 'pop']"
Julien Baker,12zbUHbPHL5DGuJtiUfsip,"['ambient folk', 'art pop', 'bubblegrunge', 'indie pop', 'indie rock']"
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,"['indie pop', 'la indie']"
Sum 41,0qT79UgT5tY4yudH9VfsdT,"['canadian pop punk', 'canadian punk', 'punk']"
The Fray,0zOcE3mg9nS6l3yxt1Y0bK,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
Lou Reed,42TFhl7WlMRXiNqzSrnzPL,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter']"
James Blunt,7KMqksf0UMdyA0UCf4R3ux,"['neo mellow', 'pop', 'pop rock']"
Vampire Weekend,5BvJzeQpmsdsFp4HGUYUEx,"['baroque pop', 'indie rock', 'modern rock', 'rock']"
Rancore,5DkmrXKeWgDS86KKEw45o6,"['italian hip hop', 'italian indie pop', 'italian underground hip hop']"
Taylor Swift,06HL4z0CvFAxyc27GXpf02,['pop']
Stereophonics,21UJ7PRWb3Etgsu99f8yo8,"['britpop', 'modern rock', 'neo mellow', 'pop rock', 'rock', 'welsh rock']"
The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,"['neo mellow', 'permanent wave', 'pop rock']"
blink-182,6FBDaR13swtiWwGhX1WQsP,"['pop punk', 'punk', 'rock', 'socal pop punk']"
Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,"['bedroom pop', 'indie pop']"
Owl City,07QEuhtrNmmZ0zEcqE9SF6,"['indietronica', 'pop rock']"
Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,"['modern rock', 'punk blues', 'rock']"
Kaiser Chiefs,0LbLWjaweRbO4FDKYlbfNt,"['alternative rock', 'modern rock', 'rock']"
Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']"
Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,"['emo', 'modern power pop', 'modern rock', 'neo mellow', 'pop punk', 'pop rock', 'rock']"
100 gecs,6PfSUFtkMVoDkx4MQkzOi3,"['escape room', 'hyperpop', 'proto-hyperpop', 'scenecore']"
Laura Les,3sklFG9fuDAq3vbIZlkNH6,"['glitchcore', 'hyperpop', 'proto-hyperpop', 'transpop', 'viral rap']"
Dylan Brady,2Cm6C9PNHioyjRKBfO7n9N,"['escape room', 'hyperpop', 'proto-hyperpop']"
"Black Country, New Road",3PP6ghmOlDl2jaKaH0avUN,"['indie rock', 'london indie', 'modern rock', 'uk post-punk revival']"
Plain White T's,1g1yxsNVPhMUl9GrMjEb2o,"['neo mellow', 'pop punk', 'pop rock']"
Weyes Blood,3Uqu1mEdkUJxPe7s31n1M9,"['art pop', 'experimental folk', 'indie pop']"
Lucius,1WrqUPWlHN5FXCRcQgrkas,"['indie folk', 'indie pop', 'new americana']"
Lena Raine,3Ww8GMbCDMAGwJJ2hd7z7z,"['indie game soundtrack', 'pixel', 'spectra']"
Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R,"['disco house', 'edm', 'electro house', 'pop dance', 'progressive house', 'vocal house']"
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']"
Quiet Machine,1prGzOutBScDLXLCORA35Z,['Without Genre']
Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,"['irish rock', 'neo mellow', 'permanent wave', 'pop rock']"
Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,"['eau claire indie', 'indie folk', 'melancholia']"
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL,"['bedroom pop', 'pop']"
Greer,39v5154nNeWJGatKDkLGu9,"['indie pop', 'socal indie']"
Palaye Royale,0hAd6zwEgt9ILuMDY1prcI,"['modern alternative rock', 'modern rock', 'rock', 'vegas indie']"
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,"['folk-pop', 'neo-singer-songwriter']"
Tion Wayne,7b79bQFziJFedJb75k6hFt,['london rap']
Fumez The Engineer,0ksX396B3t2Gt8kwr0BJZk,"['melodic drill', 'uk drill', 'uk melodic rap']"
MINUR,7rylbiZO3rabYvIKu4Kcg0,['trap italiana']
Simba La Rue,2PEMswqQspTSsAltdeF5kO,"['drill italiana', 'italian hip hop']"
Zefe,3yNjXWi2WswJfuBZSouJRH,['italian hip hop']
Blake Religion,1JW4Ic8BQlx1rnh9WAohGC,['Without Genre']
MamboLosco,4BFn4jmfqSNaHtPWHTcy41,['trap italiana']
Rondodasosa,61bQ4nwIioR8w6PGxzpyY3,"['drill italiana', 'italian hip hop', 'trap italiana']"
A2 Anti,3TTq94wgOIj0skk2wT8bnb,['Without Genre']
Morad,4az97MtWmBQ5Db3GfDh9j9,"['drill espanol', 'urbano espanol']"
